"","COMID","wgt","adj_wgt","draw_year"
"68",6240361,41.563091,121.92518893514,"2018_2022"
"69",9496440,36.079334,0,"2018_2022"
"70",9496456,41.563091,121.92518893514,"2018_2022"
"71",7732735,41.563091,0,"2018_2022"
"72",9496696,41.563091,0,"2018_2022"
"73",7732215,36.079334,0,"2018_2022"
"74",6241845,41.563091,121.92518893514,"2018_2022"
"75",9499744,200.153314,0,"2018_2022"
"76",9499982,200.153314,0,"2018_2022"
"77",6241837,200.153314,0,"2018_2022"
"78",6240243,200.153314,0,"2018_2022"
"79",9509774,41.563091,0,"2018_2022"
"80",6240217,200.153314,0,"2018_2022"
"81",9496182,200.153314,0,"2018_2022"
"82",6240189,41.563091,0,"2018_2022"
"83",7732303,36.079334,0,"2018_2022"
"84",6241853,36.079334,0,"2018_2022"
"85",9498634,200.153314,0,"2018_2022"
"86",9494744,200.153314,0,"2018_2022"
"87",9496622,36.079334,0,"2018_2022"
"88",9496296,41.563091,0,"2018_2022"
"89",7732545,200.153314,0,"2018_2022"
"90",6241993,36.079334,0,"2018_2022"
"91",15512584,211.72562,801.506067176552,"2018_2022"
"92",15512912,227.264112,666.678515170509,"2018_2022"
"93",15513984,180.585824,514.357410091228,"2018_2022"
"94",15517520,180.585824,514.357410091228,"2018_2022"
"95",15514254,180.585824,514.357410091228,"2018_2022"
"96",15516808,227.264112,666.678515170509,"2018_2022"
"97",15514114,227.264112,666.678515170509,"2018_2022"
"98",15511044,180.585824,0,"2018_2022"
"99",15512448,754.229896,3453.53563007213,"2018_2022"
"100",15510564,227.264112,666.678515170509,"2018_2022"
"101",15513494,754.229896,3453.53563007213,"2018_2022"
"102",15510434,180.585824,514.357410091228,"2018_2022"
"103",15513088,227.264112,666.678515170509,"2018_2022"
"104",15510630,227.264112,666.678515170509,"2018_2022"
"105",15513460,227.264112,666.678515170509,"2018_2022"
"106",15512608,754.229896,3453.53563007213,"2018_2022"
"107",15513342,227.264112,0,"2018_2022"
"108",15517510,754.229896,3453.53563007213,"2018_2022"
"109",15510892,227.264112,666.678515170509,"2018_2022"
"110",15510606,754.229896,3453.53563007213,"2018_2022"
"111",15513716,754.229896,3453.53563007213,"2018_2022"
"112",15510720,227.264112,0,"2018_2022"
"113",15513298,180.585824,514.357410091228,"2018_2022"
"114",15513138,227.264112,0,"2018_2022"
"115",15514942,211.72562,0,"2018_2022"
"116",15513750,754.229896,3453.53563007213,"2018_2022"
"117",15513344,754.229896,0,"2018_2022"
"118",15512774,227.264112,666.678515170509,"2018_2022"
"119",15521628,211.72562,0,"2018_2022"
"120",15517558,754.229896,0,"2018_2022"
"121",15513794,754.229896,0,"2018_2022"
"122",15510522,754.229896,0,"2018_2022"
"123",15514282,754.229896,0,"2018_2022"
"124",15511116,211.72562,0,"2018_2022"
"125",15517434,754.229896,0,"2018_2022"
"126",15510368,180.585824,0,"2018_2022"
"127",15510846,180.585824,0,"2018_2022"
"128",15514326,227.264112,0,"2018_2022"
"129",15521556,180.585824,0,"2018_2022"
"130",15513058,211.72562,0,"2018_2022"
"131",15514234,227.264112,0,"2018_2022"
"132",15515158,211.72562,0,"2018_2022"
"133",15512690,180.585824,0,"2018_2022"
"134",15521524,211.72562,0,"2018_2022"
"135",15514384,754.229896,0,"2018_2022"
"136",15513442,754.229896,0,"2018_2022"
"137",15513092,227.264112,0,"2018_2022"
"138",15515242,211.72562,0,"2018_2022"
"139",15513632,227.264112,0,"2018_2022"
"140",15514242,754.229896,0,"2018_2022"
"141",8118259,144.565574,424.082629549061,"2018_2022"
"142",8118867,125.782515,476.160839284474,"2018_2022"
"143",8117937,144.565574,424.082629549061,"2018_2022"
"144",8110619,469.453749,2149.57701549719,"2018_2022"
"145",8118807,124.433486,354.420320321395,"2018_2022"
"146",8110593,125.782515,476.160839284474,"2018_2022"
"147",8118423,125.782515,0,"2018_2022"
"148",8118979,144.565574,424.082629549061,"2018_2022"
"149",8117117,144.565574,424.082629549061,"2018_2022"
"150",8110563,469.453749,2149.57701549719,"2018_2022"
"151",8117925,144.565574,424.082629549061,"2018_2022"
"152",8118901,124.433486,354.420320321395,"2018_2022"
"153",8110539,469.453749,2149.57701549719,"2018_2022"
"154",8110719,124.433486,354.420320321395,"2018_2022"
"155",8119067,125.782515,0,"2018_2022"
"156",8110985,125.782515,476.160839284474,"2018_2022"
"157",8118893,144.565574,424.082629549061,"2018_2022"
"158",8119059,125.782515,476.160839284474,"2018_2022"
"159",8110553,469.453749,2149.57701549719,"2018_2022"
"160",8117697,124.433486,354.420320321395,"2018_2022"
"161",8117143,469.453749,0,"2018_2022"
"162",8110807,469.453749,0,"2018_2022"
"163",8118439,125.782515,0,"2018_2022"
"164",8118853,144.565574,424.082629549061,"2018_2022"
"165",8110889,124.433486,0,"2018_2022"
"166",8110651,469.453749,0,"2018_2022"
"167",8117817,469.453749,0,"2018_2022"
"168",8118159,469.453749,0,"2018_2022"
"169",8117177,144.565574,0,"2018_2022"
"170",8110609,469.453749,0,"2018_2022"
"171",8118457,125.782515,0,"2018_2022"
"172",8119185,144.565574,0,"2018_2022"
"173",8117341,144.565574,0,"2018_2022"
"174",8110571,124.433486,0,"2018_2022"
"175",8118945,125.782515,0,"2018_2022"
"176",8110923,469.453749,0,"2018_2022"
"177",8110919,125.782515,0,"2018_2022"
"178",8117727,469.453749,0,"2018_2022"
"179",8118307,469.453749,0,"2018_2022"
"180",8121467,124.433486,0,"2018_2022"
"181",8118001,469.453749,0,"2018_2022"
"182",8118815,125.782515,0,"2018_2022"
"183",8117805,124.433486,0,"2018_2022"
"184",8110903,144.565574,0,"2018_2022"
"185",8117793,124.433486,0,"2018_2022"
"186",8118963,469.453749,0,"2018_2022"
"187",8118097,144.565574,0,"2018_2022"
"188",8119245,125.782515,0,"2018_2022"
"189",8118243,125.782515,0,"2018_2022"
"190",2617552,139.402544,0,"2018_2022"
"191",2613640,600.086504,2747.73001399221,"2018_2022"
"192",1748561,196.218209,0,"2018_2022"
"193",4147570,196.218209,575.605462183737,"2018_2022"
"194",2617554,165.37573,0,"2018_2022"
"195",2614040,600.086504,0,"2018_2022"
"196",2615112,196.218209,575.605462183737,"2018_2022"
"197",1750437,165.37573,626.044457721986,"2018_2022"
"198",4147774,600.086504,2747.73001399221,"2018_2022"
"199",2613628,196.218209,575.605462183737,"2018_2022"
"200",2617430,165.37573,626.044457721986,"2018_2022"
"201",1750383,600.086504,0,"2018_2022"
"202",4147796,600.086504,2747.73001399221,"2018_2022"
"203",2617358,165.37573,626.044457721986,"2018_2022"
"204",2616720,196.218209,575.605462183737,"2018_2022"
"205",1748541,196.218209,0,"2018_2022"
"206",2613574,600.086504,0,"2018_2022"
"207",4147634,165.37573,626.044457721986,"2018_2022"
"208",2613734,600.086504,2747.73001399221,"2018_2022"
"209",1750595,600.086504,0,"2018_2022"
"210",4147812,196.218209,0,"2018_2022"
"211",1749387,600.086504,0,"2018_2022"
"212",2615066,600.086504,0,"2018_2022"
"213",1750423,196.218209,0,"2018_2022"
"214",2613650,600.086504,0,"2018_2022"
"215",1752145,165.37573,0,"2018_2022"
"216",4147966,600.086504,0,"2018_2022"
"217",2612934,196.218209,0,"2018_2022"
"218",4147724,600.086504,0,"2018_2022"
"219",2613926,196.218209,0,"2018_2022"
"220",4147552,139.402544,0,"2018_2022"
"221",1748725,196.218209,0,"2018_2022"
"222",4150574,600.086504,0,"2018_2022"
"223",2613372,600.086504,0,"2018_2022"
"224",1750505,196.218209,0,"2018_2022"
"225",1748543,196.218209,0,"2018_2022"
"226",1749235,600.086504,0,"2018_2022"
"227",1749261,165.37573,0,"2018_2022"
"228",1748635,196.218209,0,"2018_2022"
"229",2612812,600.086504,0,"2018_2022"
"230",4147860,196.218209,0,"2018_2022"
"231",2615160,139.402544,0,"2018_2022"
"232",4150050,600.086504,0,"2018_2022"
"233",1750485,600.086504,0,"2018_2022"
"234",4149976,600.086504,0,"2018_2022"
"235",2617384,165.37573,0,"2018_2022"
"236",2613416,600.086504,0,"2018_2022"
"237",4147366,196.218209,0,"2018_2022"
"238",4147616,600.086504,0,"2018_2022"
"239",2612926,600.086504,0,"2018_2022"
"240",15537211,707.634706,3240.18138661347,"2018_2022"
"241",15547417,707.634706,0,"2018_2022"
"242",15549637,178.773777,509.196208723154,"2018_2022"
"243",15540149,707.634706,0,"2018_2022"
"244",15540247,707.634706,0,"2018_2022"
"245",15539791,707.634706,3240.18138661347,"2018_2022"
"246",15541561,178.773777,509.196208723154,"2018_2022"
"247",15539103,278.770526,817.772408988982,"2018_2022"
"248",15547837,707.634706,0,"2018_2022"
"249",15538959,278.770526,817.772408988982,"2018_2022"
"250",15551291,281.232903,1064.63203670947,"2018_2022"
"251",15550177,707.634706,3240.18138661347,"2018_2022"
"252",15539893,278.770526,817.772408988982,"2018_2022"
"253",15539641,707.634706,3240.18138661347,"2018_2022"
"254",15539363,278.770526,817.772408988982,"2018_2022"
"255",15550809,178.773777,509.196208723154,"2018_2022"
"256",15540157,707.634706,3240.18138661347,"2018_2022"
"257",15538551,278.770526,817.772408988982,"2018_2022"
"258",15538951,707.634706,0,"2018_2022"
"259",15537809,278.770526,817.772408988982,"2018_2022"
"260",15548217,278.770526,0,"2018_2022"
"261",15539059,278.770526,817.772408988982,"2018_2022"
"262",15549303,707.634706,0,"2018_2022"
"263",15550127,707.634706,0,"2018_2022"
"264",15547489,178.773777,0,"2018_2022"
"265",15540155,278.770526,0,"2018_2022"
"266",15541249,281.232903,0,"2018_2022"
"267",15550999,278.770526,0,"2018_2022"
"268",15537329,707.634706,0,"2018_2022"
"269",15539541,707.634706,0,"2018_2022"
"270",15547329,278.770526,0,"2018_2022"
"271",15539087,278.770526,0,"2018_2022"
"272",15547937,707.634706,0,"2018_2022"
"273",15539073,278.770526,0,"2018_2022"
"274",15547767,178.773777,0,"2018_2022"
"275",15550197,178.773777,0,"2018_2022"
"276",15539375,281.232903,0,"2018_2022"
"277",15550005,178.773777,0,"2018_2022"
"278",15539291,707.634706,0,"2018_2022"
"279",15551285,281.232903,0,"2018_2022"
"280",15539983,707.634706,0,"2018_2022"
"281",15548195,707.634706,0,"2018_2022"
"282",15547783,278.770526,0,"2018_2022"
"283",15549459,281.232903,0,"2018_2022"
"284",15548189,281.232903,0,"2018_2022"
"285",15550693,278.770526,0,"2018_2022"
"286",15547337,707.634706,0,"2018_2022"
"287",15541411,281.232903,0,"2018_2022"
"288",15539623,178.773777,0,"2018_2022"
"289",15551225,281.232903,0,"2018_2022"
"290",7711894,22.388769,0,"2018_2022"
"291",7712572,22.388769,0,"2018_2022"
"292",900510083,73.129149,0,"2018_2022"
"293",7712660,19.617995,0,"2018_2022"
"294",7710188,73.129149,0,"2018_2022"
"295",7712510,22.388769,0,"2018_2022"
"296",7711996,22.388769,0,"2018_2022"
"297",7713718,19.617995,0,"2018_2022"
"298",7712390,27.767799,0,"2018_2022"
"299",7712190,22.388769,0,"2018_2022"
"300",7713740,22.388769,0,"2018_2022"
"301",7712768,27.767799,0,"2018_2022"
"302",7712252,19.617995,0,"2018_2022"
"303",7712300,19.617995,0,"2018_2022"
"304",7712722,22.388769,0,"2018_2022"
"305",7713688,27.767799,0,"2018_2022"
"306",7712506,27.767799,0,"2018_2022"
"307",7712650,27.767799,0,"2018_2022"
"308",7712470,73.129149,0,"2018_2022"
"309",7712334,19.617995,0,"2018_2022"
"310",7713512,22.388769,0,"2018_2022"
"311",7712818,19.617995,0,"2018_2022"
"312",7712894,73.129149,0,"2018_2022"
"313",7712026,22.388769,0,"2018_2022"
"314",7712432,22.388769,0,"2018_2022"
"315",7712284,19.617995,0,"2018_2022"
"316",7712140,27.767799,0,"2018_2022"
"317",7712868,22.388769,0,"2018_2022"
"318",7712040,73.129149,0,"2018_2022"
"319",7712180,22.388769,0,"2018_2022"
"320",7713690,19.617995,0,"2018_2022"
"321",7710206,22.388769,0,"2018_2022"
"322",7712388,73.129149,0,"2018_2022"
"323",7712266,73.129149,0,"2018_2022"
"324",7713038,73.129149,0,"2018_2022"
"325",7712238,73.129149,0,"2018_2022"
"326",7713684,27.767799,0,"2018_2022"
"327",7712622,73.129149,0,"2018_2022"
"328",9521329,178.93402,524.90235135361,"2018_2022"
"329",9521459,106.297647,0,"2018_2022"
"330",9528335,154.322491,0,"2018_2022"
"331",9529631,178.93402,0,"2018_2022"
"332",9521467,106.297647,0,"2018_2022"
"333",10312496,178.93402,524.90235135361,"2018_2022"
"334",9527425,106.297647,402.399147524477,"2018_2022"
"335",9524359,543.480097,0,"2018_2022"
"336",9521333,543.480097,0,"2018_2022"
"337",10311366,178.93402,524.90235135361,"2018_2022"
"338",9528019,178.93402,524.90235135361,"2018_2022"
"339",9524279,543.480097,2488.53551043084,"2018_2022"
"340",9528113,178.93402,524.90235135361,"2018_2022"
"341",9528115,543.480097,2488.53551043084,"2018_2022"
"342",10312666,106.297647,0,"2018_2022"
"343",10313564,178.93402,0,"2018_2022"
"344",9524631,178.93402,524.90235135361,"2018_2022"
"345",10312384,543.480097,0,"2018_2022"
"346",9528285,178.93402,0,"2018_2022"
"347",9521339,543.480097,2488.53551043084,"2018_2022"
"348",10312600,154.322491,439.552313860399,"2018_2022"
"349",9528305,154.322491,439.552313860399,"2018_2022"
"350",9527389,543.480097,0,"2018_2022"
"351",9527383,178.93402,0,"2018_2022"
"352",9528159,154.322491,0,"2018_2022"
"353",9524475,543.480097,0,"2018_2022"
"354",10313392,154.322491,0,"2018_2022"
"355",25825671,543.480097,0,"2018_2022"
"356",10313546,543.480097,0,"2018_2022"
"357",9528597,106.297647,0,"2018_2022"
"358",9524633,178.93402,0,"2018_2022"
"359",9521355,543.480097,0,"2018_2022"
"360",10312296,178.93402,0,"2018_2022"
"361",9528277,154.322491,0,"2018_2022"
"362",9521255,154.322491,0,"2018_2022"
"363",9528235,543.480097,0,"2018_2022"
"364",10312694,154.322491,0,"2018_2022"
"365",9528225,178.93402,0,"2018_2022"
"366",9521095,178.93402,0,"2018_2022"
"367",9527929,178.93402,0,"2018_2022"
"368",9521325,106.297647,0,"2018_2022"
"369",9528289,543.480097,0,"2018_2022"
"370",9521453,106.297647,0,"2018_2022"
"371",9528127,154.322491,0,"2018_2022"
"372",9527325,178.93402,0,"2018_2022"
"373",9528173,178.93402,0,"2018_2022"
"374",9524369,106.297647,0,"2018_2022"
"375",10313456,178.93402,0,"2018_2022"
"376",15561157,356.266112,1014.74252304318,"2018_2022"
"377",21633877,910.363377,0,"2018_2022"
"378",21622449,444.979709,0,"2018_2022"
"379",21623435,356.266112,1014.74252304318,"2018_2022"
"380",15558669,910.363377,4168.45364451356,"2018_2022"
"381",21631963,910.363377,4168.45364451356,"2018_2022"
"382",15560239,356.266112,1014.74252304318,"2018_2022"
"383",21622603,444.979709,1305.34649340995,"2018_2022"
"384",15558265,444.979709,1305.34649340995,"2018_2022"
"385",21633543,444.979709,1305.34649340995,"2018_2022"
"386",15559477,248.102172,939.212723229623,"2018_2022"
"387",15506506,910.363377,0,"2018_2022"
"388",15558695,444.979709,0,"2018_2022"
"389",21625527,444.979709,1305.34649340995,"2018_2022"
"390",21623465,444.979709,1305.34649340995,"2018_2022"
"391",21621759,444.979709,1305.34649340995,"2018_2022"
"392",21632897,444.979709,0,"2018_2022"
"393",21623213,356.266112,1014.74252304318,"2018_2022"
"394",21631787,444.979709,1305.34649340995,"2018_2022"
"395",15504572,910.363377,0,"2018_2022"
"396",15558179,444.979709,0,"2018_2022"
"397",21625643,248.102172,939.212723229623,"2018_2022"
"398",15505114,910.363377,0,"2018_2022"
"399",15504628,356.266112,0,"2018_2022"
"400",15558277,356.266112,0,"2018_2022"
"401",21625529,444.979709,0,"2018_2022"
"402",21621899,356.266112,0,"2018_2022"
"403",21622231,910.363377,0,"2018_2022"
"404",21633435,248.102172,0,"2018_2022"
"405",21631725,356.266112,0,"2018_2022"
"406",15561203,248.102172,0,"2018_2022"
"407",21621727,248.102172,0,"2018_2022"
"408",15561181,248.102172,0,"2018_2022"
"409",21631643,356.266112,0,"2018_2022"
"410",15560829,910.363377,0,"2018_2022"
"411",15505094,910.363377,0,"2018_2022"
"412",21623803,356.266112,0,"2018_2022"
"413",21621871,910.363377,0,"2018_2022"
"414",21624115,248.102172,0,"2018_2022"
"415",21622643,910.363377,0,"2018_2022"
"416",21633531,356.266112,0,"2018_2022"
"417",15559781,444.979709,0,"2018_2022"
"418",15558109,910.363377,0,"2018_2022"
"419",15559787,248.102172,0,"2018_2022"
"420",21633071,444.979709,0,"2018_2022"
"421",21622583,910.363377,0,"2018_2022"
"422",21633799,248.102172,0,"2018_2022"
"423",21624799,444.979709,0,"2018_2022"
"424",21623501,356.266112,0,"2018_2022"
"425",21621911,910.363377,0,"2018_2022"
"426",6240345,1400.852961,0,"2018_2022"
"427",6188680,410.589647,1169.47068581192,"2018_2022"
"428",6212784,459.68397,0,"2018_2022"
"429",6185884,502.509608,1474.11026040202,"2018_2022"
"430",6230332,410.589647,1169.47068581192,"2018_2022"
"431",6188374,502.509608,1474.11026040202,"2018_2022"
"432",6217514,1400.852961,6414.35143178883,"2018_2022"
"433",6199854,1400.852961,6414.35143178883,"2018_2022"
"434",6211544,502.509608,1474.11026040202,"2018_2022"
"435",6211790,410.589647,1169.47068581192,"2018_2022"
"436",6215708,410.589647,1169.47068581192,"2018_2022"
"437",6201874,410.589647,1169.47068581192,"2018_2022"
"438",6211644,410.589647,0,"2018_2022"
"439",6227760,1400.852961,0,"2018_2022"
"440",6188232,502.509608,0,"2018_2022"
"441",6202588,459.68397,0,"2018_2022"
"442",6193926,410.589647,1169.47068581192,"2018_2022"
"443",6189556,410.589647,1169.47068581192,"2018_2022"
"444",6211982,502.509608,1474.11026040202,"2018_2022"
"445",6200034,502.509608,1474.11026040202,"2018_2022"
"446",6189014,502.509608,0,"2018_2022"
"447",6227362,410.589647,1169.47068581192,"2018_2022"
"448",6186074,502.509608,0,"2018_2022"
"449",6200090,502.509608,0,"2018_2022"
"450",6188778,1400.852961,0,"2018_2022"
"451",6212532,1400.852961,0,"2018_2022"
"452",6186216,459.68397,0,"2018_2022"
"453",6187208,502.509608,0,"2018_2022"
"454",6227898,1400.852961,0,"2018_2022"
"455",6189156,459.68397,0,"2018_2022"
"456",6200406,502.509608,0,"2018_2022"
"457",6189632,502.509608,0,"2018_2022"
"458",6231874,459.68397,0,"2018_2022"
"459",6224170,502.509608,0,"2018_2022"
"460",6217724,410.589647,0,"2018_2022"
"461",6199984,410.589647,0,"2018_2022"
"462",6227482,410.589647,0,"2018_2022"
"463",6200158,1400.852961,0,"2018_2022"
"464",6200248,1400.852961,0,"2018_2022"
"465",6187112,410.589647,0,"2018_2022"
"466",6229278,459.68397,0,"2018_2022"
"467",6200134,1400.852961,0,"2018_2022"
"468",6188730,502.509608,0,"2018_2022"
"469",6216016,1400.852961,0,"2018_2022"
"470",6191738,410.589647,0,"2018_2022"
"471",6188196,1400.852961,0,"2018_2022"
"472",6188968,459.68397,0,"2018_2022"
"473",6211878,1400.852961,0,"2018_2022"
"474",6189048,502.509608,0,"2018_2022"
"475",6186744,502.509608,0,"2018_2022"
"476",22740625,421.957473,1237.81084082796,"2018_2022"
"477",3246728,1415.879209,6483.1549665327,"2018_2022"
"478",22741005,421.957473,1237.81084082796,"2018_2022"
"479",22741597,323.496054,0,"2018_2022"
"480",3246096,323.496054,1224.62293410062,"2018_2022"
"481",3247582,421.957473,1237.81084082796,"2018_2022"
"482",22743625,1415.879209,6483.1549665327,"2018_2022"
"483",22745199,421.957473,1237.81084082796,"2018_2022"
"484",22745049,1415.879209,6483.1549665327,"2018_2022"
"485",22740369,300.983114,857.281549399098,"2018_2022"
"486",22742779,300.983114,857.281549399098,"2018_2022"
"487",22752131,323.496054,0,"2018_2022"
"488",3246862,1415.879209,6483.1549665327,"2018_2022"
"489",22739963,1415.879209,6483.1549665327,"2018_2022"
"490",3245934,300.983114,857.281549399098,"2018_2022"
"491",22743199,421.957473,0,"2018_2022"
"492",3246800,1415.879209,0,"2018_2022"
"493",22740863,323.496054,0,"2018_2022"
"494",3247486,421.957473,0,"2018_2022"
"495",22746357,1415.879209,0,"2018_2022"
"496",3246244,421.957473,0,"2018_2022"
"497",22740505,421.957473,0,"2018_2022"
"498",22745491,421.957473,0,"2018_2022"
"499",22742947,1415.879209,0,"2018_2022"
"500",22740687,421.957473,0,"2018_2022"
"501",22739993,300.983114,0,"2018_2022"
"502",22740721,421.957473,0,"2018_2022"
"503",22743697,1415.879209,0,"2018_2022"
"504",22744315,323.496054,0,"2018_2022"
"505",3246342,1415.879209,0,"2018_2022"
"506",22742297,1415.879209,0,"2018_2022"
"507",22740851,421.957473,0,"2018_2022"
"508",22745517,421.957473,0,"2018_2022"
"509",22742231,1415.879209,0,"2018_2022"
"510",22739851,421.957473,0,"2018_2022"
"511",22751717,300.983114,0,"2018_2022"
"512",22740337,421.957473,0,"2018_2022"
"513",22743305,1415.879209,0,"2018_2022"
"514",22739579,323.496054,0,"2018_2022"
"515",22743849,323.496054,0,"2018_2022"
"516",3245808,1415.879209,0,"2018_2022"
"517",22742389,1415.879209,0,"2018_2022"
"518",22745979,323.496054,0,"2018_2022"
"519",22742847,1415.879209,0,"2018_2022"
"520",22744719,421.957473,0,"2018_2022"
"521",22745469,300.983114,0,"2018_2022"
"522",22745379,421.957473,0,"2018_2022"
"523",22740989,1415.879209,0,"2018_2022"
"524",22741111,421.957473,0,"2018_2022"
"525",22742763,323.496054,0,"2018_2022"
"526",15567387,268.270096,1015.56018391178,"2018_2022"
"527",15575189,238.708187,700.249671044429,"2018_2022"
"528",15582177,385.747737,1766.29640513374,"2018_2022"
"529",15574997,247.032005,703.614156897738,"2018_2022"
"530",15567959,268.270096,1015.56018391178,"2018_2022"
"531",15575641,238.708187,700.249671044429,"2018_2022"
"532",15567933,268.270096,1015.56018391178,"2018_2022"
"533",15576103,247.032005,703.614156897738,"2018_2022"
"534",15569747,268.270096,1015.56018391178,"2018_2022"
"535",9840112,385.747737,0,"2018_2022"
"536",15567453,385.747737,1766.29640513374,"2018_2022"
"537",15582313,247.032005,703.614156897738,"2018_2022"
"538",15569255,238.708187,700.249671044429,"2018_2022"
"539",9840076,385.747737,1766.29640513374,"2018_2022"
"540",15575299,385.747737,1766.29640513374,"2018_2022"
"541",15582231,247.032005,0,"2018_2022"
"542",15575439,247.032005,0,"2018_2022"
"543",15569647,238.708187,0,"2018_2022"
"544",15576693,238.708187,0,"2018_2022"
"545",15575777,247.032005,0,"2018_2022"
"546",15576275,238.708187,0,"2018_2022"
"547",15582563,385.747737,0,"2018_2022"
"548",15574903,247.032005,0,"2018_2022"
"549",15581629,238.708187,0,"2018_2022"
"550",15576373,385.747737,0,"2018_2022"
"551",9840056,385.747737,0,"2018_2022"
"552",15581267,268.270096,0,"2018_2022"
"553",15581209,385.747737,0,"2018_2022"
"554",15567387,268.270096,0,"2018_2022"
"555",15576069,247.032005,0,"2018_2022"
"556",15568093,385.747737,0,"2018_2022"
"557",15575321,238.708187,0,"2018_2022"
"558",15569077,238.708187,0,"2018_2022"
"559",9840262,385.747737,0,"2018_2022"
"560",15567813,385.747737,0,"2018_2022"
"561",15582505,238.708187,0,"2018_2022"
"562",15582401,238.708187,0,"2018_2022"
"563",15582283,385.747737,0,"2018_2022"
"564",15581849,238.708187,0,"2018_2022"
"565",9840266,238.708187,0,"2018_2022"
"566",15567969,238.708187,0,"2018_2022"
"567",15567365,268.270096,0,"2018_2022"
"568",15569149,385.747737,0,"2018_2022"
"569",15567755,268.270096,0,"2018_2022"
"570",15569203,268.270096,0,"2018_2022"
"571",15576351,385.747737,0,"2018_2022"
"572",15576327,247.032005,0,"2018_2022"
"573",15581641,247.032005,0,"2018_2022"
"574",15581173,385.747737,0,"2018_2022"
"575",9840276,385.747737,0,"2018_2022"
"576",22024116,471.747729,1343.66549228614,"2018_2022"
"577",21977437,603.405917,0,"2018_2022"
"578",21983105,603.405917,1770.08924660599,"2018_2022"
"579",21976155,2105.026505,9638.68453878379,"2018_2022"
"580",22024154,603.405917,0,"2018_2022"
"581",21977699,603.405917,1770.08924660599,"2018_2022"
"582",21983355,471.747729,1343.66549228614,"2018_2022"
"583",21982173,603.405917,1770.08924660599,"2018_2022"
"584",22023176,2105.026505,9638.68453878379,"2018_2022"
"585",21977071,471.747729,1343.66549228614,"2018_2022"
"586",21983085,2105.026505,9638.68453878379,"2018_2022"
"587",22026522,471.747729,1343.66549228614,"2018_2022"
"588",22025486,603.405917,0,"2018_2022"
"589",21981687,2105.026505,0,"2018_2022"
"590",21977059,603.405917,1770.08924660599,"2018_2022"
